version,1.3.0
info,team,India
info,team,Bangladesh
info,gender,male
info,season,2019/20
info,date,2019/11/03
info,series,Bangladesh tour of India 2019/20
info,match_number,1
info,venue,Arun Jaitley Stadium
info,city,Delhi
info,toss_winner,Bangladesh
info,toss_decision,field
info,player_of_match,Mushfiqur Rahim
info,umpire,Nitin Menon
info,umpire,CK Nandan
info,reserve_umpire,AK Chaudhary
info,tv_umpire,C Shamshuddin
info,match_referee,RS Madugalle
info,winner,Bangladesh
info,winner_wickets,7
ball,1,0.1,India,RG Sharma,S Dhawan,Shafiul Islam,4,0,"",""
ball,1,0.2,India,RG Sharma,S Dhawan,Shafiul Islam,1,0,"",""
ball,1,0.3,India,S Dhawan,RG Sharma,Shafiul Islam,1,0,"",""
ball,1,0.4,India,RG Sharma,S Dhawan,Shafiul Islam,0,0,"",""
ball,1,0.5,India,RG Sharma,S Dhawan,Shafiul Islam,4,0,"",""
ball,1,0.6,India,RG Sharma,S Dhawan,Shafiul Islam,0,0,lbw,RG Sharma
ball,1,1.1,India,S Dhawan,KL Rahul,Al-Amin Hossain,0,0,"",""
ball,1,1.2,India,S Dhawan,KL Rahul,Al-Amin Hossain,0,0,"",""
ball,1,1.3,India,S Dhawan,KL Rahul,Al-Amin Hossain,0,0,"",""
ball,1,1.4,India,S Dhawan,KL Rahul,Al-Amin Hossain,1,0,"",""
ball,1,1.5,India,KL Rahul,S Dhawan,Al-Amin Hossain,1,0,"",""
ball,1,1.6,India,S Dhawan,KL Rahul,Al-Amin Hossain,0,0,"",""
ball,1,2.1,India,KL Rahul,S Dhawan,Shafiul Islam,1,0,"",""
ball,1,2.2,India,S Dhawan,KL Rahul,Shafiul Islam,1,0,"",""
ball,1,2.3,India,KL Rahul,S Dhawan,Shafiul Islam,4,0,"",""
ball,1,2.4,India,KL Rahul,S Dhawan,Shafiul Islam,0,0,"",""
ball,1,2.5,India,KL Rahul,S Dhawan,Shafiul Islam,0,0,"",""
ball,1,2.6,India,KL Rahul,S Dhawan,Shafiul Islam,0,0,"",""
ball,1,3.1,India,S Dhawan,KL Rahul,Al-Amin Hossain,1,0,"",""
ball,1,3.2,India,KL Rahul,S Dhawan,Al-Amin Hossain,1,0,"",""
ball,1,3.3,India,S Dhawan,KL Rahul,Al-Amin Hossain,1,0,"",""
ball,1,3.4,India,KL Rahul,S Dhawan,Al-Amin Hossain,0,0,"",""
ball,1,3.5,India,KL Rahul,S Dhawan,Al-Amin Hossain,0,0,"",""
ball,1,3.6,India,KL Rahul,S Dhawan,Al-Amin Hossain,1,0,"",""
ball,1,4.1,India,KL Rahul,S Dhawan,Mustafizur Rahman,1,0,"",""
ball,1,4.2,India,S Dhawan,KL Rahul,Mustafizur Rahman,0,0,"",""
ball,1,4.3,India,S Dhawan,KL Rahul,Mustafizur Rahman,0,0,"",""
ball,1,4.4,India,S Dhawan,KL Rahul,Mustafizur Rahman,1,0,"",""
ball,1,4.5,India,KL Rahul,S Dhawan,Mustafizur Rahman,1,0,"",""
ball,1,4.6,India,S Dhawan,KL Rahul,Mustafizur Rahman,4,0,"",""
ball,1,5.1,India,KL Rahul,S Dhawan,Shafiul Islam,0,0,"",""
ball,1,5.2,India,KL Rahul,S Dhawan,Shafiul Islam,0,0,"",""
ball,1,5.3,India,KL Rahul,S Dhawan,Shafiul Islam,4,0,"",""
ball,1,5.4,India,KL Rahul,S Dhawan,Shafiul Islam,1,0,"",""
ball,1,5.5,India,S Dhawan,KL Rahul,Shafiul Islam,0,0,"",""
ball,1,5.6,India,S Dhawan,KL Rahul,Shafiul Islam,1,0,"",""
ball,1,6.1,India,S Dhawan,KL Rahul,Aminul Islam Biplob,0,0,"",""
ball,1,6.2,India,S Dhawan,KL Rahul,Aminul Islam Biplob,1,0,"",""
ball,1,6.3,India,KL Rahul,S Dhawan,Aminul Islam Biplob,0,0,caught,KL Rahul
ball,1,6.4,India,SS Iyer,S Dhawan,Aminul Islam Biplob,1,0,"",""
ball,1,6.5,India,S Dhawan,SS Iyer,Aminul Islam Biplob,1,0,"",""
ball,1,6.6,India,SS Iyer,S Dhawan,Aminul Islam Biplob,6,0,"",""
ball,1,7.1,India,S Dhawan,SS Iyer,Soumya Sarkar,1,0,"",""
ball,1,7.2,India,SS Iyer,S Dhawan,Soumya Sarkar,0,0,"",""
ball,1,7.3,India,SS Iyer,S Dhawan,Soumya Sarkar,1,0,"",""
ball,1,7.4,India,S Dhawan,SS Iyer,Soumya Sarkar,4,0,"",""
ball,1,7.5,India,S Dhawan,SS Iyer,Soumya Sarkar,1,0,"",""
ball,1,7.6,India,SS Iyer,S Dhawan,Soumya Sarkar,0,0,"",""
ball,1,8.1,India,S Dhawan,SS Iyer,Aminul Islam Biplob,1,0,"",""
ball,1,8.2,India,SS Iyer,S Dhawan,Aminul Islam Biplob,1,0,"",""
ball,1,8.3,India,S Dhawan,SS Iyer,Aminul Islam Biplob,0,0,"",""
ball,1,8.4,India,S Dhawan,SS Iyer,Aminul Islam Biplob,1,0,"",""
ball,1,8.5,India,SS Iyer,S Dhawan,Aminul Islam Biplob,0,0,"",""
ball,1,8.6,India,SS Iyer,S Dhawan,Aminul Islam Biplob,6,0,"",""
ball,1,9.1,India,S Dhawan,SS Iyer,Soumya Sarkar,1,0,"",""
ball,1,9.2,India,SS Iyer,S Dhawan,Soumya Sarkar,0,0,"",""
